id,title,Release Year,runtime,Budget,CPI budget,Budget Type,revenue,genres
13813,Defiance,2008,137,$32000000,$24585137,Mid,$51155219,"Action, Drama, History, War"
7551,Déjà Vu,2006,126,$75000000,$68573535,Mid,$180557550,"Action, Thriller, Science Fiction"
20542,Delgo,2008,94,$40000000,$30731421,Mid,$694782,"Adventure, Fantasy, Animation, Comedy, Science Fiction, Family"
28117,Delirious,1991,96,$18000000,$12536459,Low,$5546827,"Fantasy, Comedy, Romance"
184346,Deliver Us from Evil,2014,118,$30000000,$54545989,Mid,$87937815,"Thriller, Crime, Horror"
10669,Deliverance,1972,109,$2000000,$1802735,Low,$46122355,"Drama, Adventure, Thriller"
146239,Delivery Man,2013,105,$26000000,$52352503,Mid,$51164106,Comedy
15237,De-Lovely,2004,125,$15000000,$16525576,Low,$18400000,"Drama, Music"
753114,DeMarcus Cousins Presents Boogie's Comedy Slam,2020,69,$409000,$977927,Low,$1500000,Comedy
303991,Demolition,2015,101,$10000000,$248638323,High,$4366460,"Comedy, Drama"
9739,Demolition Man,1993,115,$57000000,$56958833,Mid,$58055768,"Crime, Action, Science Fiction"
1003578,DeMonD the movie,2021,105,$10000,$6278,Low,$3000000,"Action, Adventure, Science Fiction, Comedy"
234212,Demonic,2015,83,$3000000,$74591497,High,$3387000,"Thriller, Horror"
449443,Den of Thieves,2018,140,$30000000,$36226300,Mid,$80509622,"Action, Thriller, Crime"
402298,Denial,2016,109,$10000000,$23379553,Mid,$4073489,"Drama, History"
1398923,Denis Villeneuve's Dune,2024,322,$355000000,$355000000,High,$1122117986,"Science Fiction, Action"
12139,Dennis the Menace,1993,94,$35000000,$34974722,Mid,$117270765,"Family, Comedy"
171147,Dennis the Menace,1987,118,$35000000,$28170719,Mid,$117270765,"Family, Comedy"
6578,Der Tag des Jorun,1997,75,$5000,$6309,Low,$22000,Science Fiction
17774,Derailed,2002,89,$11000000,$20456576,Mid,$297835,"Action, Thriller"
8999,Derailed,2005,108,$22000000,$19125964,Low,$57479076,"Drama, Thriller"
41730,Desert Blue,1999,90,$2000000,$2696059,Low,$100590,"Comedy, Drama"
294,Desert Hearts,1985,91,$350000,$291156,Low,$2400000,"Drama, Romance"
8068,Desperado,1995,104,$7000000,$7359568,Low,$25405445,"Thriller, Action, Crime"
31676,Desperate Hours,1990,105,$18000000,$9835473,Low,$2742912,"Mystery, Thriller, Crime"
9458,Desperate Measures,1998,100,$50000000,$95006278,High,$13800000,"Action, Drama, Thriller"
8130,Desperately Seeking Susan,1985,104,$5000000,$4159364,Low,$27400000,"Drama, Comedy, Crime"
20352,Despicable Me,2010,95,$69000000,$124092590,High,$533679475,"Family, Animation, Comedy"
93456,Despicable Me 2,2013,98,$76000000,$153030392,High,$970761885,"Animation, Comedy, Family"
324852,Despicable Me 3,2017,90,$80000000,$110774568,High,$1031552585,"Action, Animation, Comedy, Family, Adventure"
95140,Detention,2003,98,$5000000,$6496480,Low,$16324,"Action, Thriller"
407448,Detroit,2017,143,$34000000,$47079192,Mid,$23355100,"Crime, Drama, Thriller, History"
9781,Detroit Rock City,1999,95,$6500000,$8762192,Low,$4217115,"Comedy, Music"
11453,Deuce Bigalow: European Gigolo,2005,83,$22000000,$19125964,Low,$22400154,Comedy
10402,Deuce Bigalow: Male Gigolo,1999,88,$17000000,$22916501,Mid,$65535067,Comedy
44040,Devil,2010,80,$10000000,$17984433,Low,$33583175,"Horror, Mystery, Thriller"
8512,Devil in a Blue Dress,1995,102,$27000000,$28386904,Mid,$16140822,"Thriller, Crime, Drama, Mystery"
79316,Devil's Due,2014,89,$7000000,$12727397,Low,$36433975,Horror
653851,Devotion,2022,139,$90000000,$33170550,Mid,$20000000,"War, Drama, Action"
10988,Diabolique,1996,107,$45000000,$45281265,Mid,$52400000,"Mystery, Thriller, Horror"
681,Diamonds Are Forever,1971,120,$7200000,$4947062,Low,$116019547,"Adventure, Action, Thriller"
118289,Diana,2013,113,$15000000,$30203367,Mid,$21766271,"Drama, Romance"
33217,Diary of a Wimpy Kid,2010,92,$15000000,$26976650,Mid,$76196538,"Comedy, Family"
82650,Diary of a Wimpy Kid: Dog Days,2012,94,$22000000,$31357650,Mid,$76196538,"Comedy, Family"
60307,Diary of a Wimpy Kid: Rodrick Rules,2011,99,$21000000,$19620886,Low,$72526996,"Family, Comedy"
417830,Diary of a Wimpy Kid: The Long Haul,2017,91,$22000000,$30463006,Mid,$40120144,"Comedy, Family"
13025,Diary of the Dead,2007,95,$2000000,$2067903,Low,$5540941,Horror
16406,Dick,1999,94,$13000000,$17524383,Low,$27500000,Comedy
8592,Dick Tracy,1990,105,$47000000,$25681512,Mid,$103738726,"Adventure, Comedy, Crime"
24438,Did You Hear About the Morgans?,2009,103,$58000000,$265453442,High,$85280250,"Comedy, Drama, Romance"
36669,Die Another Day,2002,133,$140000000,$260356428,High,$431971116,"Adventure, Action, Thriller"
562,Die Hard,1988,131,$28000000,$20253053,Mid,$140767956,"Action, Thriller"
1573,Die Hard 2,1990,124,$70000000,$38249061,Mid,$240031094,"Action, Thriller"
1572,Die Hard: With a Vengeance,1995,128,$90000000,$94623015,High,$366101666,"Action, Thriller"
19143,Diggstown,1992,98,$17000000,$16554940,Low,$4836637,"Comedy, Drama"
28110,Dillinger,1973,107,$1000000,$477442,Low,$2000000,"Action, Crime, Drama"
13776,Diner,1982,110,$5000000,$2405252,Low,$14100000,"Comedy, Drama"
66634,Dingo,1991,109,$200000,$139294,Low,$300000,"Drama, Music"
38778,Dinner for Schmucks,2010,114,$69000000,$124092590,High,$86387857,Comedy
22617,Dinner Rush,2000,99,$2000000,$1746905,Low,$1075504,"Drama, Action, Thriller"
10567,Dinosaur,2000,82,$127500000,$111365223,High,$354248063,"Family, Animation"
294093,Dinosaur Island,2014,90,$12000000,$21818395,Mid,$39296,"Adventure, Science Fiction, Family"
28701,Dire Straits: On The Night,1993,94,$1000000,$999278,Low,$10000000,Music
88,Dirty Dancing,1987,100,$6000000,$4829266,Low,$214577242,"Drama, Music, Romance"
10677,Dirty Dancing: Havana Nights,2004,86,$25000000,$27542626,Mid,$27685016,"Drama, Romance"
70695,Dirty Girl,2010,90,$4000000,$7193773,Low,$143485,"Drama, Comedy"
291870,Dirty Grandpa,2016,102,$11500000,$26886487,Mid,$94073028,Comedy
984,Dirty Harry,1971,102,$4000000,$2748368,Low,$35976000,"Action, Crime, Thriller"
46301,Disappearances,2007,118,$1500000,$1550927,Low,$312642,"Action, Adventure, Drama"
13805,Disaster Movie,2008,87,$25000000,$19207138,Low,$14109284,"Comedy, Science Fiction"
8984,Disclosure,1994,128,$55000000,$62215732,Mid,$214015089,"Thriller, Drama, Crime"
127517,Disconnect,2012,115,$10000000,$14253477,Low,$3428048,"Drama, Thriller"
17654,District 9,2009,112,$30000000,$137303505,High,$210819611,Science Fiction
8271,Disturbia,2007,105,$20000000,$20679031,Mid,$117760134,"Thriller, Drama, Mystery"
9424,Disturbing Behavior,1998,84,$15000000,$28501884,Mid,$17514980,"Mystery, Horror, Science Fiction"
157350,Divergent,2014,139,$85000000,$154546968,High,$288885818,"Action, Adventure, Science Fiction"
9583,Divine Secrets of the Ya-Ya Sisterhood,2002,116,$27000000,$50211597,Mid,$73839240,"Comedy, Drama"
68718,Django Unchained,2012,165,$100000000,$142534775,High,$425368238,"Drama, Western"
925,Do the Right Thing,1989,120,$6500000,$3971805,Low,$37300000,Drama
9053,DOA: Dead or Alive,2006,87,$21000000,$19200590,Low,$7563172,"Adventure, Action, Thriller"
11821,Doc Hollywood,1991,104,$20000000,$13929399,Low,$54830779,"Comedy, Romance"
23096,Doctor Detroit,1983,89,$8000000,$7345269,Low,$10375893,Comedy
3050,Doctor Dolittle,1998,85,$71000000,$134908915,High,$294456605,"Comedy, Family, Fantasy"
501170,Doctor Sleep,2019,152,$45000000,$73241307,High,$72381712,"Horror, Thriller, Fantasy"
284052,Doctor Strange,2016,115,$180000000,$420831963,High,$676343174,"Action, Adventure, Fantasy"
453395,Doctor Strange in the Multiverse of Madness,2022,126,$200000000,$73712332,High,$955775804,"Fantasy, Action, Adventure"
15691,Doctor Who,1996,89,$5000000,$5031252,Low,$42000000,"TV Movie, Adventure, Science Fiction"
9472,DodgeBall: A True Underdog Story,2004,92,$20000000,$22034101,Mid,$167722310,Comedy
626735,Dog,2022,102,$20000000,$7371233,Low,$84774243,"Drama, Comedy"
968,Dog Day Afternoon,1975,125,$1800000,$580669,Low,$46665856,"Crime, Drama, Thriller"
477510,Dog Days,2018,112,$10000000,$12075433,Low,$6842356,"Romance, Comedy"
11880,Dog Soldiers,2002,105,$2000000,$3719378,Low,$3537283,"Horror, Action, Thriller"
1832,Dogma,1999,130,$10000000,$13480295,Low,$31429330,"Fantasy, Comedy, Adventure"
553,Dogville,2003,178,$10000000,$12992959,Low,$16680836,"Crime, Drama, Thriller"
19174,Dolemite,1975,90,$120000,$38711,Low,$12000000,"Action, Comedy, Crime"
448119,Dolittle,2020,101,$175000000,$418428534,High,$251410631,"Family, Fantasy, Adventure"
62837,Dolphin Tale,2011,113,$37000000,$34570133,Mid,$95404397,"Drama, Family"
227735,Dolphin Tale 2,2014,107,$36000000,$65455186,Mid,$52424533,"Family, Drama"
192134,Dom Hemingway,2013,93,$7000000,$14094905,Low,$523511,"Comedy, Crime, Drama"
11456,Domestic Disturbance,2001,89,$75000000,$78273530,High,$54249294,"Thriller, Crime, Mystery"
12700,Dominion: Prequel to The Exorcist,2005,117,$30000000,$26080860,Mid,$251495,Horror
9923,Domino,2005,127,$50000000,$43468100,Mid,$22944502,"Action, Crime"
1909,Don Juan DeMarco,1994,97,$25000000,$28279878,Mid,$68792531,"Romance, Drama, Comedy"
9366,Donnie Brasco,1997,127,$35000000,$44160425,Mid,$124909762,"Crime, Drama, Thriller"
141,Donnie Darko,2001,114,$6000000,$6261882,Low,$7500000,"Fantasy, Drama, Mystery"
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,89,$3800000,$3823751,Low,$20109115,Comedy
46261,Don't Be Afraid of the Dark,2010,99,$25000000,$44961083,Mid,$36993168,"Fantasy, Horror, Thriller"
300669,Don't Breathe,2016,89,$9900000,$23145758,Mid,$159047649,"Thriller, Horror"
482373,Don't Breathe 2,2021,98,$10000000,$6278446,Low,$53785551,"Thriller, Horror"
3527,Don't Come Knocking,2005,123,$11000000,$9562982,Low,$4663501,"Drama, Western"
539651,Don't Let Go,2019,107,$5000000,$8137923,Low,$5300000,"Science Fiction, Thriller, Mystery, Crime"
646380,Don't Look Up,2021,138,$75000000,$47088343,Mid,$791863,"Science Fiction, Comedy, Drama"
12103,Don't Say a Word,2001,113,$50000000,$52182353,Mid,$100020092,"Thriller, Mystery"
551237,Don't Show Mother,2010,78,$4000,$7194,Low,$1000,"Drama, Thriller"
15413,Don't Tell Mom the Babysitter's Dead,1991,105,$10000000,$6964700,Low,$25196249,"Comedy, Family"
619730,Don't Worry Darling,2022,123,$35000000,$12899658,Low,$86669039,"Thriller, Mystery, Drama"
24432,Doogal,2006,85,$20000000,$18286276,Low,$27450189,"Comedy, Family, Animation, Fantasy, Adventure"
8814,Doom,2005,105,$60000000,$52161720,Mid,$58072119,"Action, Horror, Science Fiction"
13460,Doomsday,2008,108,$30000000,$23048566,Mid,$22472631,"Action, Thriller, Science Fiction"
308639,Dope,2015,103,$7000000,$174046826,High,$17986781,"Crime, Drama, Comedy"
499701,Dora and the Lost City of Gold,2019,102,$49000000,$79751645,High,$120597108,"Adventure, Comedy, Family, Fantasy"
2436,Double Dragon,1994,89,$3500000,$3959183,Low,$2341309,"Action, Adventure, Comedy"
1105011,Double face,1977,87,$10000,$4537,Low,$200000,Drama
1104979,Double face,1997,87,$10000,$12617,Low,$200000,Drama
9594,Double Impact,1991,110,$15000000,$10447049,Low,$30102717,"Thriller, Action, Crime, Drama"
10398,Double Jeopardy,1999,105,$70000000,$94362065,High,$177841558,"Thriller, Crime, Mystery, Drama"
18828,Double Take,2001,88,$24000000,$25047530,Mid,$31600000,"Adventure, Drama, Action, Comedy, Romance"
9405,Double Team,1997,93,$30000000,$37851793,Mid,$48138337,"Action, Science Fiction"
14359,Doubt,2008,104,$20000000,$15365711,Low,$50907234,Drama
19058,Down,2001,111,$15000000,$15654706,Low,$163169,"Action, Horror, Mystery, Thriller"
9941,Down and Out in Beverly Hills,1986,103,$14000000,$21755698,Mid,$62134225,Comedy
7870,Down in the Valley,2005,112,$8000000,$6954896,Low,$852872,"Drama, Romance, Thriller, Western"
42151,Down Terrace,2010,93,$31192,$56097,Low,$10000,"Crime, Drama"
16300,Down to Earth,2001,87,$30000000,$31309412,Mid,$71186502,"Fantasy, Comedy, Science Fiction, Romance"
10720,Down with Love,2003,101,$35000000,$45475358,Mid,$20298207,"Comedy, Romance"
1222547,Downey's Dream Cars,2022,270,$250000,$92140,Low,$400000,TV Movie
18273,Downloading Nancy,2008,102,$3000000,$2304857,Low,$20000,Thriller
301337,Downsizing,2017,135,$68000000,$94158383,High,$55003890,"Drama, Science Fiction"
535544,Downton Abbey,2019,122,$20000000,$32551692,Mid,$192199131,"Drama, Romance, History"
820446,Downton Abbey: A New Era,2022,125,$40000000,$14742466,Low,$88000000,"Drama, Romance"
1212517,Downup The Exit 796,2018,104,$300000,$362263,Low,$1000000,"Action, Thriller"
10808,Dr. Dolittle 2,2001,87,$70000000,$73055295,High,$176104344,"Comedy, Family, Romance, Fantasy"
10763,Dr. T & the Women,2000,121,$23000000,$20089413,Mid,$22844291,"Comedy, Drama, Romance"
10577,Dracula 2000,2000,99,$28000000,$24456676,Mid,$47053625,"Thriller, Horror, Action, Fantasy"
49017,Dracula Untold,2014,92,$70000000,$127273974,High,$217124280,"Horror, Action, Fantasy"
12110,Dracula: Dead and Loving It,1995,88,$30000000,$31541005,Mid,$10772144,"Comedy, Horror"
200505,Draft Day,2014,110,$25000000,$45454991,Mid,$28831145,Drama
16871,Drag Me to Hell,2009,99,$30000000,$137303505,High,$90810892,"Horror, Thriller"
438674,Dragged Across Concrete,2018,159,$15000000,$18113150,Low,$660132,"Crime, Action, Thriller"
10023,Dragnet,1987,106,$20000000,$16097554,Low,$66673516,"Action, Comedy, Crime"
523366,Dragon Rider,2020,100,$17830000,$42631890,Mid,$3175644,"Animation, Family, Adventure, Fantasy"
10423,Dragon: The Bruce Lee Story,1993,120,$14000000,$13989889,Low,$63513743,"Drama, History, Action"
14164,Dragonball Evolution,2009,85,$30000000,$137303505,High,$58228460,"Action, Adventure, Fantasy, Science Fiction, Thriller"
10052,Dragonfly,2002,104,$60000000,$111581326,High,$52322400,"Thriller, Fantasy"
8840,DragonHeart,1996,103,$57000000,$57356269,Mid,$115267375,"Fantasy, Action, Adventure, Drama"
848,Dragonslayer,1981,108,$18000000,$5137196,Low,$14110013,"Fantasy, Adventure"
603206,Dream Horse,2021,113,$20000000,$12556892,Low,$6435260,"Comedy, Drama"
69668,Dream House,2011,84,$50000000,$46716396,Mid,$38502340,"Mystery, Drama, Thriller"
35678,Dream Theater: Images And Words - Live In Tokyo,1993,91,$100000,$99928,Low,$1000000,Music
13447,Dream Theater: Score - 20th Anniversary World Tour,2006,157,$1000000,$914314,Low,$10000000,Music
6171,Dreamcatcher,2003,136,$68000000,$88352125,High,$75700000,"Drama, Horror, Science Fiction, Thriller"
1125,Dreamgirls,2006,134,$70000000,$64001966,Mid,$154937680,"Drama, Music"
44167,Dreaming Lhasa,2007,90,$500000,$516976,Low,$21504,"Drama, Romance"
49049,Dredd,2012,95,$50000000,$71267387,High,$41037742,"Action, Science Fiction"
11033,Dressed to Kill,1980,105,$6500000,$1414985,Low,$31899000,"Thriller, Mystery"
8457,Drillbit Taylor,2008,102,$40000000,$30731421,Mid,$32853640,Comedy
64690,Drive,2011,100,$15000000,$14014919,Low,$78054825,"Drama, Thriller, Crime"
47327,Drive Angry,2011,105,$50000000,$46716396,Mid,$40909909,"Fantasy, Thriller, Action, Crime"
14429,Drive Me Crazy,1999,91,$8000000,$10784236,Low,$22593409,"Romance, Comedy, Drama"
10477,Driven,2001,116,$94000000,$98102824,High,$54744738,"Action, Drama"
403,Driving Miss Daisy,1989,99,$7500000,$4582852,Low,$145793296,Drama
10379,Drop Dead Fred,1991,103,$6788000,$4727638,Low,$13878334,"Comedy, Fantasy, Family"
10490,Drop Dead Gorgeous,1999,98,$10000000,$13480295,Low,$10571408,Comedy
4954,Drop Zone,1994,101,$45000000,$50903780,Mid,$28735315,"Action, Thriller"
25166,Drowning Mona,2000,96,$6000000,$5240716,Low,$15427192,"Comedy, Crime, Mystery"
476,Drugstore Cowboy,1989,98,$2500000,$1527617,Low,$4729352,"Drama, Crime"
13497,Drumline,2002,118,$20000000,$37193775,Mid,$57588485,"Drama, Romance, Comedy, Music"
10375,D-Tox,2002,96,$55000000,$102282882,High,$6632383,"Action, Thriller, Horror"
8859,"Dude, Where's My Car?",2000,83,$13000000,$11354885,Low,$73180723,"Comedy, Science Fiction"
41733,Due Date,2010,95,$65000000,$116898817,High,$211780824,"Comedy, Drama"
8467,Dumb and Dumber,1994,107,$16000000,$18099122,Low,$247275374,Comedy
100042,Dumb and Dumber To,2014,110,$40000000,$72727985,High,$169837010,Comedy
10152,Dumb and Dumberer: When Harry Met Lloyd,2003,85,$19000000,$24686623,Mid,$39267515,Comedy
329996,Dumbo,2019,112,$170000000,$276689381,High,$353284621,"Family, Fantasy, Adventure"
266455,D'Unbelievables D'Mother,2001,60,$20000,$20873,Low,$50000,Comedy
429771,D'Unbelievables One Hell of a Do,2011,93,$20000,$18687,Low,$50000,"Adventure, Comedy, Drama, Family, Music, TV Movie"
841,Dune,1984,137,$40000000,$27434027,Mid,$30925690,"Action, Science Fiction, Adventure"
438631,Dune,2021,155,$165000000,$103594355,High,$402027830,"Science Fiction, Adventure"
11849,Dungeons & Dragons,2000,107,$35000000,$30570846,Mid,$15185241,"Drama, Adventure, Fantasy"
493529,Dungeons & Dragons: Honor Among Thieves,2023,134,$151000000,$108197690,High,$208177026,"Adventure, Fantasy, Comedy"
374720,Dunkirk,2017,107,$150000000,$207702316,High,$527000000,"War, Action, Drama"
7288,Duplex,2003,89,$40000000,$51971838,Mid,$19322135,Comedy
16558,Duplicity,2009,125,$60000000,$274607009,High,$78176181,"Romance, Comedy, Crime"
25330,Dutch,1991,107,$17000000,$11839989,Low,$4603929,Comedy
9079,Dying Young,1991,111,$18000000,$12536459,Low,$82264675,"Drama, Romance"
43935,Dylan Dog: Dead of Night,2011,107,$20000000,$18686558,Low,$4634062,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller"
601,E.T. the Extra-Terrestrial,1982,115,$10500000,$5051029,Low,$792965500,"Science Fiction, Adventure, Family, Fantasy"
13027,Eagle Eye,2008,118,$80000000,$61462842,Mid,$178800000,"Mystery, Thriller, Action"
387592,Early Man,2018,89,$50000000,$60377167,Mid,$53431158,"Family, Comedy, Animation, Adventure"
10946,Earth,2007,90,$15000000,$15509274,Low,$109000000,Documentary
2210,Earth Girls Are Easy,1988,100,$10000000,$7233233,Low,$3916303,"Comedy, Science Fiction"
238603,Earth to Echo,2014,89,$13000000,$23636595,Mid,$45300000,"Family, Adventure, Science Fiction"
11123,Earthquake,1974,123,$7000000,$1867665,Low,$79666653,"Action, Drama, Thriller"
10557,East Is East,1999,97,$3800000,$5122512,Low,$28200000,"Drama, Comedy"
824281,Easter Sunday,2022,96,$17000000,$6265548,Low,$13071438,Comedy
2252,Eastern Promises,2007,101,$51500000,$53248506,Mid,$56106607,"Thriller, Crime, Mystery"
37735,Easy A,2010,93,$8000000,$14387547,Low,$75026327,Comedy
38167,Eat Pray Love,2010,133,$60000000,$107906600,High,$204594016,"Drama, Romance"
522,Ed Wood,1994,127,$18000000,$20361512,Mid,$5887457,"Comedy, Drama, History"
11107,Eddie,1996,100,$30000000,$30187510,Mid,$31387164,"Action, Comedy"
319888,Eddie the Eagle,2016,106,$23000000,$53772973,Mid,$46152411,"Comedy, Drama, History, Adventure"
13510,Eden Lake,2008,91,$12850990,$9873230,Low,$3984669,"Horror, Thriller"
12201,Edge of Darkness,2010,117,$80000000,$143875467,High,$81126522,"Crime, Drama, Mystery, Thriller"
4927,Edge of Seventeen,1998,104,$1500000,$2850188,Low,$870751,"Comedy, Drama, Romance"
137113,Edge of Tomorrow,2014,114,$178000000,$323639533,High,$370541256,"Action, Science Fiction"
10064,Edison,2005,99,$25000000,$21734050,Mid,$4165675,"Drama, Action, Thriller"
45097,Edison And Leo,2008,79,$10000000,$7682855,Low,$1000000,"Animation, Fantasy, Comedy, Romance, Adventure, Horror"
43654,Edward II,1991,90,$1003575,$698960,Low,$706131,"History, Romance, Drama"
162,Edward Scissorhands,1990,105,$20000000,$10928303,Low,$53000000,"Fantasy, Drama, Romance"
9036,Eight Below,2006,120,$40000000,$36572552,Mid,$120455994,"Adventure, Drama, Family"
8869,Eight Legged Freaks,2002,99,$30000000,$55790663,Mid,$45867333,"Action, Comedy, Horror, Thriller"
13554,Eight Men Out,1988,119,$6100000,$4412272,Low,$5700000,"Drama, History"
489925,Eighth Grade,2018,94,$2000000,$2415087,Low,$13539709,"Comedy, Drama"
94201,El Condor,1970,102,$35000000,$17682231,Low,$4500000,Western
1346558,El Tagriba El Ula,1972,76,$200000,$180273,Low,$20000,Drama
9451,Election,1999,103,$25000000,$33700737,Mid,$14902041,"Comedy, Drama"
11671,Elegy,2008,112,$13000000,$9987712,Low,$14894347,"Drama, Romance"
9947,Elektra,2005,97,$43000000,$37382566,Mid,$56681566,"Action, Fantasy, Science Fiction"
976573,Elemental,2023,102,$200000000,$143308199,High,$486797988,"Animation, Comedy, Family, Fantasy, Romance"
1807,Elephant,2003,81,$3000000,$3897888,Low,$10012022,"Crime, Drama"
10719,Elf,2003,97,$32000000,$41577470,Mid,$225097437,"Comedy, Family, Fantasy"
4518,Elizabeth,1998,124,$30000000,$57003767,Mid,$82150642,"Drama, History"
4517,Elizabeth: The Golden Age,2007,114,$55000000,$56867337,Mid,$74237563,"Drama, History, Romance"
9621,Elizabethtown,2005,123,$57000000,$49553634,Mid,$52164016,"Comedy, Drama, Romance"
14442,Ella Enchanted,2004,96,$31000000,$34152857,Mid,$27388767,"Family, Fantasy, Comedy"
570070,Elton John: Love Songs,1995,78,$276000,$290177,Low,$13341855,Music
5680,"Elvira, Mistress of the Dark",1988,96,$7500000,$5424925,Low,$5596267,"Horror, Comedy"
