Title,Release Year,Runtime,Budget,CPI Budget,Revenue,CPI budget,Budget Type,Genres
Grease,1978,110,"6,000,000.00","29,659,509.20","181,813,770.00","2,319,124.00",Low,"Romance, Comedy"
Blue Collar,1978,114,"1,700,000.00","8,403,527.61","6,521,083.00","657,085.00",Low,"Drama, Crime"
Force 10 from Navarone,1978,114,"5,000,000.00","24,716,257.67","7,230,000.00","1,932,603.00",Low,"Drama, Adventure, War"
The Buddy Holly Story,1978,114,"1,200,000.00","5,931,901.84","14,363,400.00","463,825.00",Low,"Drama, Music"
The Swarm,1978,116,"21,000,000.00","103,808,282.21","7,700,000.00","8,116,934.00",Low,"Thriller, Science Fiction"
Invasion of the Body Snatchers,1978,116,"3,500,000.00","17,301,380.37","24,946,533.00","1,352,822.00",Low,"Science Fiction, Horror"
Foul Play,1978,116,"5,000,000.00","24,716,257.67","45,000,000.00","1,932,603.00",Low,"Comedy, Mystery, Thriller"
Jaws 2,1978,116,"20,000,000.00","98,865,030.67","187,884,007.00","7,730,413.00",Low,"Horror, Thriller"
The Fury,1978,118,"5,500,000.00","27,187,883.44","24,000,000.00","2,125,864.00",Low,"Horror, Science Fiction, Thriller"
"Same Time, Next Year",1978,119,"1,180,000.00","5,833,036.81","19,703,082.00","456,094.00",Low,"Comedy, Drama, Romance"
Midnight Express,1978,121,"2,300,000.00","11,369,478.53","35,000,000.00","888,998.00",Low,"Drama, Crime"
An Unmarried Woman,1978,124,"2,515,000.00","12,432,277.61","24,000,000.00","972,099.00",Low,"Drama, Romance, Comedy"
The Boys from Brazil,1978,125,"12,000,000.00","59,319,018.40","19,000,000.00","4,638,248.00",Low,"Drama, Mystery, Science Fiction"
Dawn of the Dead,1978,127,"650,000.00","3,213,113.50","55,000,000.00","251,238.00",Low,Horror
The Lord of the Rings,1978,132,"4,000,000.00","19,773,006.13","30,471,420.00","1,546,083.00",Low,"Adventure, Animation, Fantasy"
The Wild Geese,1978,134,"11,600,000.00","57,341,717.79","9,884,149.00","4,483,640.00",Low,Action
The Wiz,1978,134,"24,000,000.00","118,638,036.81","21,049,053.00","9,276,496.00",Low,"Adventure, Family, Fantasy, Music"
Death on the Nile,1978,140,"7,920,000.00","39,150,552.15","14,560,084.00","3,061,244.00",Low,Mystery
Superman,1978,143,"55,000,000.00","271,878,834.36","300,218,018.00","21,258,636.00",Mid,"Science Fiction, Action, Adventure"
The Deer Hunter,1978,183,"15,000,000.00","74,148,773.01","49,000,000.00","5,797,810.00",Low,"Drama, War"
In Trousers,1979,81,"70,000.00","310,757.58","192,000.00","18,345.00",Low,"Music, Drama"
The Adventure of Sudsakorn,1979,82,"157,000.00","696,984.85","62,700.00","41,146.00",Low,"Adventure, Animation, Fantasy"
The Apple Dumpling Gang Rides Again,1979,88,"5,450,000.00","24,194,696.97","20,931,111.00","1,428,313.00",Low,"Comedy, Family, Western"
Phantasm,1979,89,"300,000.00","1,331,818.18","11,988,469.00","78,623.00",Low,"Horror, Science Fiction"
A Force of One,1979,90,"3,500,000.00","15,537,878.79","20,166,000.00","917,266.00",Low,"Action, Adventure, Crime, Drama, Thriller"
Mad Max,1979,91,"350,000.00","1,553,787.88","100,000,000.00","91,727.00",Low,"Adventure, Action, Thriller, Science Fiction"
The Brood,1979,92,"1,355,000.00","6,015,378.79","5,000,000.00","355,113.00",Low,"Horror, Science Fiction"
Life of Brian,1979,94,"4,000,000.00","17,757,575.76","20,745,728.00","1,048,303.00",Low,Comedy
The Warriors,1979,94,"4,000,000.00","17,757,575.76","22,490,039.00","1,048,303.00",Low,"Action, Thriller"
The Jerk,1979,94,"4,000,000.00","17,757,575.76","100,000,000.00","1,048,303.00",Low,Comedy
Manhattan,1979,96,"9,000,000.00","39,954,545.45","40,194,067.00","2,358,683.00",Low,"Comedy, Drama, Romance"
The Muppet Movie,1979,97,"8,000,000.00","35,515,151.52","65,200,000.00","2,096,607.00",Low,"Comedy, Adventure, Music, Family"
Buck Rogers in the 25th Century,1979,98,"3,500,000.00","15,537,878.79","21,700,000.00","917,266.00",Low,"Science Fiction, Adventure, Action"
The Black Hole,1979,98,"20,000,000.00","88,787,878.79","35,841,901.00","5,241,517.00",Low,"Adventure, Family, Science Fiction, Action"
Agatha,1979,99,"3,500,000.00","15,537,878.79","7,500,000.00","917,266.00",Low,"Drama, Mystery, Thriller"
Breaking Away,1979,100,"2,300,000.00","10,210,606.06","20,000,000.00","602,774.00",Low,"Drama, Comedy"
The In-Laws,1979,103,"9,000,000.00","39,954,545.45","38,200,000.00","2,358,683.00",Low,"Action, Adventure, Comedy, Mystery"
Kramer vs. Kramer,1979,105,"8,000,000.00","35,515,151.52","106,260,000.00","2,096,607.00",Low,Drama
Meteor,1979,107,"16,000,000.00","71,030,303.03","12,600,000.00","4,193,214.00",Low,"Action, Thriller, Adventure, Science Fiction"
Tim,1979,109,"600,000.00","2,663,636.36","809,000.00","157,246.00",Low,"Romance, Drama"
More American Graffiti,1979,110,"2,500,000.00","11,098,484.85","15,014,674.00","655,190.00",Low,"Comedy, Drama, War"
Norma Rae,1979,110,"4,500,000.00","19,977,272.73","22,228,000.00","1,179,341.00",Low,Drama
Escape from Alcatraz,1979,113,"8,000,000.00","35,515,151.52","43,004,381.00","2,096,607.00",Low,"Drama, Thriller"
Alien,1979,117,"11,000,000.00","48,833,333.33","104,931,801.00","2,882,834.00",Low,"Horror, Science Fiction"
The Black Stallion,1979,118,"2,700,000.00","11,986,363.64","37,799,643.00","707,605.00",Low,"Family, Adventure"
Rocky II,1979,118,"7,000,000.00","31,075,757.58","85,182,160.00","1,834,531.00",Low,Drama
1941,1979,118,"35,000,000.00","155,378,787.88","94,900,000.00","9,172,655.00",Low,"Comedy, War"
The Frisco Kid,1979,119,"9,200,000.00","40,842,424.24","9,346,177.00","2,411,098.00",Low,"Adventure, Comedy, Western"
...And Justice for All,1979,119,"6,000,000.00","26,636,363.64","33,300,000.00","1,572,455.00",Low,Drama
Hair,1979,121,"11,000,000.00","48,833,333.33","15,313,606.00","2,882,834.00",Low,"Music, Drama, Comedy"
The China Syndrome,1979,122,"5,900,000.00","26,192,424.24","51,718,367.00","1,546,248.00",Low,"Drama, Thriller"
The Electric Horseman,1979,122,"12,500,000.00","55,492,424.24","61,801,971.00","3,275,948.00",Low,"Drama, Romance, Comedy, Western"
10,1979,122,"7,000,000.00","31,075,757.58","74,865,517.00","1,834,531.00",Low,"Comedy, Romance"
The Concorde... Airport '79,1979,123,"14,000,000.00","62,151,515.15","13,015,688.00","3,669,062.00",Low,"Action, Drama, Thriller"
All That Jazz,1979,123,"12,000,000.00","53,272,727.27","37,823,676.00","3,144,910.00",Low,Drama
The Rose,1979,125,"9,250,000.00","41,064,393.94","29,174,648.00","2,424,202.00",Low,"Drama, Music, Romance"
Moonraker,1979,126,"34,000,000.00","150,939,393.94","210,308,099.00","8,910,579.00",Low,"Action, Adventure, Thriller, Science Fiction"
Star Trek: The Motion Picture,1979,132,"35,000,000.00","155,378,787.88","139,000,000.00","9,172,655.00",Low,"Science Fiction, Adventure, Mystery"
Apocalypse Now,1979,147,"31,500,000.00","139,840,909.09","150,000,000.00","8,255,390.00",Low,"Drama, War"
Caligula,1979,156,"17,500,000.00","77,689,393.94","23,438,120.00","4,586,328.00",Low,"Drama, History, Romance"
Tess,1979,171,"12,000,000.00","53,272,727.27","20,101,247.00","3,144,910.00",Low,"Drama, Romance"
The Watcher in the Woods,1980,83,"9,000,000.00","35,202,669.90","5,000,000.00","1,959,210.00",Low,"Fantasy, Horror, Thriller"
Maniac,1980,88,"350,000.00","1,368,992.72","10,000,000.00","76,191.00",Low,Horror
Airplane!,1980,88,"3,500,000.00","13,689,927.18","83,453,539.00","761,915.00",Low,Comedy
Stardust Memories,1980,89,"10,000,000.00","39,114,077.67","10,389,003.00","2,176,900.00",Low,"Comedy, Drama, Romance"
The Fog,1980,89,"1,000,000.00","3,911,407.77","21,448,830.00","217,690.00",Low,Horror
The Hollywood Knights,1980,91,"2,500,000.00","9,778,519.42","10,000,000.00","544,225.00",Low,Comedy
Hardly Working,1980,91,"3,400,000.00","13,298,786.41","49,000,000.00","740,146.00",Low,Comedy
Prom Night,1980,92,"1,500,000.00","5,867,111.65","14,796,236.00","326,535.00",Low,"Horror, Mystery, Thriller"
Galaxina,1980,95,"5,500,000.00","21,512,742.72","4,865,000.00","1,197,295.00",Low,"Comedy, Science Fiction"
Friday the 13th,1980,95,"550,000.00","2,151,274.27","59,754,601.00","119,729.00",Low,Horror
Xanadu,1980,96,"20,000,000.00","78,228,155.34","22,762,571.00","4,353,799.00",Low,"Fantasy, Science Fiction, Romance"
Caddyshack,1980,98,"6,000,000.00","23,468,446.60","39,846,344.00","1,306,140.00",Low,Comedy
The Long Riders,1980,99,"10,000,000.00","39,114,077.67","15,795,189.00","2,176,900.00",Low,Western
Smokey and the Bandit II,1980,100,"17,000,000.00","66,493,932.04","66,132,626.00","3,700,729.00",Low,"Action, Comedy"
Motel Hell,1980,102,"3,000,000.00","11,734,223.30","6,342,668.00","653,070.00",Low,"Comedy, Horror"
Altered States,1980,102,"15,000,000.00","58,671,116.50","19,853,892.00","3,265,349.00",Low,"Horror, Science Fiction, Thriller"
Prophecy,1980,102,"12,000,000.00","46,936,893.20","54,000,000.00","2,612,279.00",Low,"Horror, Science Fiction"
The Changeling,1980,103,"7,600,000.00","29,726,699.03","12,000,000.00","1,654,444.00",Low,Horror
The Final Countdown,1980,103,"12,000,000.00","46,936,893.20","16,647,800.00","2,612,279.00",Low,"War, Action, Science Fiction"
Battle Beyond the Stars,1980,104,"2,000,000.00","7,822,815.53","11,000,000.00","435,380.00",Low,"Science Fiction, Action, Adventure"
Atlantic City,1980,104,"7,200,000.00","28,162,135.92","12,729,675.00","1,567,368.00",Low,"Crime, Drama, Romance"
The Octagon,1980,104,"4,000,000.00","15,645,631.07","18,971,000.00","870,760.00",Low,"Adventure, Action, Thriller"
The Blue Lagoon,1980,104,"4,500,000.00","17,601,334.95","58,853,106.00","979,605.00",Low,"Romance, Adventure"
Dressed to Kill,1980,105,"6,500,000.00","25,424,150.49","31,899,000.00","1,414,985.00",Low,"Thriller, Mystery"
The Gods Must Be Crazy,1980,109,"5,000,000.00","19,557,038.83","60,000,000.00","1,088,450.00",Low,"Action, Comedy"
Private Benjamin,1980,110,"15,000,000.00","58,671,116.50","69,800,000.00","3,265,349.00",Low,Comedy
Nine to Five,1980,110,"10,000,000.00","39,114,077.67","103,300,000.00","2,176,900.00",Low,Comedy
Flash Gordon,1980,111,"35,000,000.00","136,899,271.84","27,107,960.00","7,619,149.00",Low,"Science Fiction, Adventure, Action"
Stir Crazy,1980,111,"10,000,000.00","39,114,077.67","101,300,000.00","2,176,900.00",Low,Comedy
Rough Cut,1980,112,"14,000,000.00","54,759,708.74","16,656,125.00","3,047,659.00",Low,"Adventure, Comedy, Crime, Mystery, Romance"
The Big Red One,1980,113,"4,500,000.00","17,601,334.95","7,206,220.00","979,605.00",Low,"Drama, War"
Used Cars,1980,113,"8,000,000.00","31,291,262.14","11,715,321.00","1,741,520.00",Low,Comedy
The Island,1980,114,"22,000,000.00","86,050,970.87","15,700,000.00","4,789,179.00",Low,"Thriller, Horror, Mystery"
Popeye,1980,114,"20,000,000.00","78,228,155.34","49,823,037.00","4,353,799.00",Low,"Action, Adventure, Comedy, Family"
Willie and Phil,1980,115,"5,500,000.00","21,512,742.72","4,400,000.00","1,197,295.00",Low,"Comedy, Drama, Romance"
Raise the Titanic,1980,115,"36,000,000.00","140,810,679.61","7,000,000.00","7,836,838.00",Low,Adventure
Any Which Way You Can,1980,115,"15,000,000.00","58,671,116.50","70,687,344.00","3,265,349.00",Low,"Action, Adventure, Comedy"
Bronco Billy,1980,116,"6,500,000.00","25,424,150.49","24,265,583.00","1,414,985.00",Low,"Drama, Romance, Comedy"
American Gigolo,1980,117,"5,000,000.00","19,557,038.83","52,700,000.00","1,088,450.00",Low,"Crime, Drama, Mystery"
The Sea Wolves,1980,120,"12,000,000.00","46,936,893.20","220,181.00","2,612,279.00",Low,"War, Action, Thriller"
When Time Ran Out...,1980,121,"20,000,000.00","78,228,155.34","3,763,988.00","4,353,799.00",Low,"Action, Adventure, Drama, Thriller"
The Elephant Man,1980,124,"5,000,000.00","19,557,038.83","26,010,864.00","1,088,450.00",Low,"Drama, History"
Ordinary People,1980,124,"6,000,000.00","23,468,446.60","54,766,923.00","1,306,140.00",Low,Drama
The Empire Strikes Back,1980,124,"18,000,000.00","70,405,339.81","538,400,000.00","3,918,419.00",Low,"Adventure, Action, Science Fiction"
Project 4K80 - the empire strikes back,1980,124,"11,000,000.00","43,025,485.44","549,001,086.00","2,394,590.00",Low,Action
Brubaker,1980,125,"9,000,000.00","35,202,669.90","37,121,708.00","1,959,210.00",Low,"Crime, Drama"
Coal Miner's Daughter,1980,125,"15,000,000.00","58,671,116.50","67,182,787.00","3,265,349.00",Low,"Music, Drama"
Superman II,1980,127,"54,000,000.00","211,216,019.42","190,458,706.00","11,755,258.00",Low,"Science Fiction, Action, Adventure"
Raging Bull,1980,129,"18,000,000.00","70,405,339.81","23,000,000.00","3,918,419.00",Low,Drama
The Blues Brothers,1980,133,"27,000,000.00","105,608,009.71","115,229,890.00","5,877,629.00",Low,"Music, Comedy, Action, Crime"
Fame,1980,134,"8,500,000.00","33,246,966.02","42,000,000.00","1,850,365.00",Low,"Drama, Music"
The Shining,1980,144,"19,000,000.00","74,316,747.57","44,781,695.00","4,136,109.00",Low,"Horror, Thriller"
Heaven's Gate,1980,217,"44,000,000.00","172,101,941.75","3,484,331.00","9,578,358.00",Low,"Drama, Western, Romance"
Heartbeeps,1981,79,"12,000,000.00","42,547,854.79","2,154,696.00","3,424,797.00",Low,"Comedy, Romance, Family"
The Fox and the Hound,1981,82,"12,000,000.00","42,547,854.79","29,800,000.00","3,424,797.00",Low,"Adventure, Animation, Drama, Family"
Eyes of a Stranger,1981,84,"800,000.00","2,836,523.65","1,118,634.00","228,320.00",Low,"Horror, Thriller"
The Evil Dead,1981,85,"350,000.00","1,240,979.10","29,612,367.00","99,890.00",Low,Horror
Friday the 13th Part 2,1981,86,"1,250,000.00","4,432,068.21","21,722,776.00","356,750.00",Low,Horror
Private Lessons,1981,87,"2,800,000.00","9,927,832.78","26,279,000.00","799,119.00",Low,"Comedy, Romance"
Modern Problems,1981,89,"8,000,000.00","28,365,236.52","26,154,211.00","2,283,198.00",Low,"Comedy, Science Fiction, Romance"
King of the Mountain,1981,90,"2,000,000.00","7,091,309.13","958,000.00","570,800.00",Low,"Drama, Action"
Final Exam,1981,90,"374,000.00","1,326,074.81","3,000,000.00","106,740.00",Low,Horror
My Bloody Valentine,1981,90,"2,200,000.00","7,800,440.04","5,672,031.00","627,879.00",Low,"Horror, Thriller, Mystery"
Heavy Metal,1981,90,"9,300,000.00","32,974,587.46","20,100,000.00","2,654,218.00",Low,"Animation, Science Fiction, Adventure, Fantasy, Music"
The Howling,1981,91,"1,000,000.00","3,545,654.57","17,985,893.00","285,400.00",Low,Horror
Carbon Copy,1981,92,"6,000,000.00","21,273,927.39","9,566,593.00","1,712,399.00",Low,"Comedy, Drama"
Halloween II,1981,92,"2,500,000.00","8,864,136.41","25,533,818.00","713,499.00",Low,Horror
History of the World: Part I,1981,92,"11,000,000.00","39,002,200.22","31,672,907.00","3,139,397.00",Low,Comedy
Dead & Buried,1981,94,"3,000,000.00","10,636,963.70","216,166.00","856,199.00",Low,"Horror, Mystery"
Bustin' Loose,1981,94,"11,000,000.00","39,002,200.22","31,300,000.00","3,139,397.00",Low,"Comedy, Drama"
Porky's,1981,94,"4,000,000.00","14,182,618.26","125,728,258.00","1,141,599.00",Low,Comedy
The Fan,1981,95,"10,000,000.00","35,456,545.65","3,100,000.00","2,853,998.00",Low,"Drama, Horror, Thriller"
Neighbors,1981,95,"8,500,000.00","30,138,063.81","29,916,207.00","2,425,898.00",Low,Comedy
The Great Muppet Caper,1981,95,"14,000,000.00","49,639,163.92","31,200,000.00","3,995,597.00",Low,"Family, Crime, Comedy, Mystery, Music"
The Cannonball Run,1981,95,"18,000,000.00","63,821,782.18","72,179,579.00","5,137,196.00",Low,"Action, Comedy"
Mad Max 2,1981,96,"2,000,000.00","7,091,309.13","24,600,832.00","570,800.00",Low,"Adventure, Action, Thriller, Science Fiction"
An American Werewolf in London,1981,97,"10,000,000.00","35,456,545.65","31,973,249.00","2,853,998.00",Low,"Comedy, Horror"
Arthur,1981,97,"7,000,000.00","24,819,581.96","95,461,682.00","1,997,798.00",Low,"Comedy, Drama, Romance"
Under the Rainbow,1981,98,"20,000,000.00","70,913,091.31","2,297,493.00","5,707,995.00",Low,Comedy
The Legend of the Lone Ranger,1981,98,"18,000,000.00","63,821,782.18","2,945,600.00","5,137,196.00",Low,"Action, Adventure, Romance, Western"
Nighthawks,1981,99,"5,000,000.00","17,728,272.83","19,905,359.00","1,426,999.00",Low,"Action, Crime, Thriller"
Escape from New York,1981,99,"6,000,000.00","21,273,927.39","50,244,700.00","1,712,399.00",Low,"Science Fiction, Action"
Roadgames,1981,101,"1,750,000.00","6,204,895.49","100,000.00","499,450.00",Low,"Horror, Mystery, Thriller"
Roar,1981,102,"17,000,000.00","60,276,127.61","2,000,000.00","4,851,796.00",Low,"Adventure, Comedy, Thriller"
Scanners,1981,103,"4,100,000.00","14,537,183.72","14,225,876.00","1,170,139.00",Low,"Science Fiction, Horror"
The Hand,1981,104,"6,500,000.00","23,046,754.68","566,736.00","1,855,098.00",Low,"Horror, Thriller"
Goodbye Pork Pie,1981,105,"300,000.00","1,063,696.37","1,400,000.00","85,620.00",Low,"Adventure, Comedy"
Stripes,1981,106,"10,000,000.00","35,456,545.65","85,300,000.00","2,853,998.00",Low,"Action, Comedy"
Honky Tonk Freeway,1981,107,"24,000,000.00","85,095,709.57","939,423.00","6,849,594.00",Low,"Action, Comedy"
Pennies from Heaven,1981,108,"22,000,000.00","78,004,400.44","9,171,289.00","6,278,795.00",Low,"Drama, Music, Romance"
Blow Out,1981,108,"18,000,000.00","63,821,782.18","12,000,000.00","5,137,196.00",Low,"Thriller, Mystery, Crime"
Dragonslayer,1981,108,"18,000,000.00","63,821,782.18","14,110,013.00","5,137,196.00",Low,"Fantasy, Adventure"
Omen III: The Final Conflict,1981,108,"5,000,000.00","17,728,272.83","20,471,382.00","1,426,999.00",Low,"Horror, Mystery, Thriller"
Outland,1981,109,"16,000,000.00","56,730,473.05","17,374,595.00","4,566,396.00",Low,"Science Fiction, Action"
On Golden Pond,1981,109,"15,000,000.00","53,184,818.48","119,285,432.00","4,280,996.00",Low,"Drama, Romance"
This Is Elvis,1981,110,"5,000,000.00","17,728,272.83","2,028,612.00","1,426,999.00",Low,"Drama, Music, Documentary"
My Dinner with Andre,1981,110,"475,000.00","1,684,185.92","5,250,000.00","135,565.00",Low,"Comedy, Drama"
The Amateur,1981,112,"8,338,578.00","29,565,717.16","6,892,098.00","2,379,828.00",Low,"Action, Crime, Thriller"
Gallipoli,1981,112,"3,000,000.00","10,636,963.70","11,740,000.00","856,199.00",Low,"War, History, Drama"
Body Heat,1981,113,"9,000,000.00","31,910,891.09","24,058,838.00","2,568,598.00",Low,"Crime, Thriller, Romance"
Wolfen,1981,115,"17,000,000.00","60,276,127.61","10,626,725.00","4,851,796.00",Low,"Horror, Thriller"
Raiders of the Lost Ark,1981,115,"18,000,000.00","63,821,782.18","389,925,971.00","5,137,196.00",Low,"Adventure, Action"
Escape to Victory,1981,116,"10,000,000.00","35,456,545.65","27,453,418.00","2,853,998.00",Low,"Drama, War"
Absence of Malice,1981,116,"12,000,000.00","42,547,854.79","40,716,963.00","3,424,797.00",Low,"Crime, Drama, Romance"
Time Bandits,1981,116,"5,000,000.00","17,728,272.83","42,365,581.00","1,426,999.00",Low,"Family, Fantasy, Science Fiction, Adventure, Comedy"
Sphinx,1981,118,"14,000,000.00","49,639,163.92","2,022,771.00","3,995,597.00",Low,"Adventure, Mystery, Thriller"
Clash of the Titans,1981,118,"12,000,000.00","42,547,854.79","41,092,328.00","3,424,797.00",Low,"Action, Adventure, Fantasy, Romance"
The Postman Always Rings Twice,1981,122,"12,000,000.00","42,547,854.79","12,376,625.00","3,424,797.00",Low,"Crime, Romance, Drama, Thriller"
Sharky's Machine,1981,122,"17,500,000.00","62,048,954.90","35,610,100.00","4,994,496.00",Low,"Crime, Drama, Action, Thriller"
Thief,1981,123,"5,500,000.00","19,501,100.11","11,492,915.00","1,569,699.00",Low,"Crime, Thriller, Action"
Chariots of Fire,1981,124,"5,500,000.00","19,501,100.11","58,972,904.00","1,569,699.00",Low,"Drama, History"
Taps,1981,126,"14,000,000.00","49,639,163.92","35,856,053.00","3,995,597.00",Low,"War, Drama"
Mommie Dearest,1981,128,"19,032,261.00","67,481,823.11","5,000,000.00","5,431,803.00",Low,Drama
For Your Eyes Only,1981,128,"28,000,000.00","99,278,327.83","187,412,802.00","7,991,193.00",Low,"Adventure, Action, Thriller"
